"Inicio del informe","Fin del informe","Nombre del anuncio","Nombre del conjunto de anuncios","CPM (costo por mil impresiones) (COP)","CTR único (porcentaje de clics en el enlace)","Clics únicos en el enlace","CPC (costo por clic en el enlace) (COP)","Visitas a la página de destino","Costo por visita a la página de destino (COP)","Ratio Visitas/Clicks","Pagos iniciados","Ratio pagos i / Visitas","Pagos únicos iniciados","Valor de conversión de pagos iniciados","Costo por pago iniciado (COP)","Costo por pago único iniciado (COP)",Compras,"Compras únicas","Valor de conversión de compras","Costo por compra (COP)","Costo por compra única (COP)",Resultados,"Indicador de resultado","Tasa de resultados","Costo por resultados","ROAS (retorno de la inversión en publicidad) de compras",Alcance,Frecuencia,Impresiones,"Fecha de creación","Costo por mil personas alcanzadas (COP)","Compras en el sitio web","Costo por artículo agregado al carrito (COP)","Entrega del anuncio","Entrega del conjunto de anuncios","Configuración de atribución","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Clasificación de calidad","Clasificación del porcentaje de interacción","Clasificación del porcentaje de conversiones",Puja,"Tipo de puja","Importe gastado (COP)"
2022-01-29,2022-01-29,"Ad img 11 copy 1","PG -  Comida > Cocina japonesa > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-28,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 12 copy 1","PG -  Comida > Cocina japonesa > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-28,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 13 copy 1","PG -  Comida > Cocina japonesa > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-28,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 13 copy 1","PG -  Comida > Cocina japonesa > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-28,0,,,archived,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 14 copy 1","PG -  Comida > Cocina japonesa > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-28,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 15 copy 1","PG -  Comida > Cocina japonesa > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-28,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 16 copy 1","PG -  Comida > Cocina japonesa > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-28,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 17 copy 1","PG -  Comida > Cocina japonesa > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-28,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 18 copy 1","PG -  Comida > Cocina japonesa > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-28,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 19 copy 1","PG -  Comida > Cocina japonesa > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-28,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 20 copy 1","PG -  Comida > Cocina japonesa > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-28,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 02 copy 01","PG -  Recetas > Aprendizaje, +2 > Compras, +2 > Sushi",6655.172414,1.863354,3,386,1,1158,0.33333333,,0,,,,,,,,,,,,,,,161,1.080745,174,2022-01-29,7192.546584,,,active,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,1158
2022-01-29,2022-01-29,"Ad img 19 copy 1","PG -  Recetas > Aprendizaje, +2 > Compras, +2 > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 18 copy 1","PG -  Recetas > Aprendizaje, +2 > Compras, +2 > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 20 copy 1","PG -  Recetas > Aprendizaje, +2 > Compras, +2 > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 16 copy 1","PG -  Recetas > Aprendizaje, +2 > Compras, +2 > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 17 copy 1","PG -  Recetas > Aprendizaje, +2 > Compras, +2 > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 15 copy 1","PG -  Recetas > Aprendizaje, +2 > Compras, +2 > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 13 copy 1","PG -  Recetas > Aprendizaje, +2 > Compras, +2 > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 10 copy 1","PG -  Recetas > Aprendizaje, +2 > Compras, +2 > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 12 copy 1","PG -  Recetas > Aprendizaje, +2 > Compras, +2 > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 06 copy 01","PG -  Recetas > Aprendizaje, +2 > Compras, +2 > Sushi",12172.413793,3.448276,1,353,1,353,1,1,1,,,353,,,,,,,,,,,,29,1,29,2022-01-29,12172.413793,,,active,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,353
2022-01-29,2022-01-29,"Ad img 14 copy 1","PG -  Recetas > Aprendizaje, +2 > Compras, +2 > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 09 copy 01","PG -  Recetas > Aprendizaje, +2 > Compras, +2 > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 04 copy 01","PG -  Recetas > Aprendizaje, +2 > Compras, +2 > Sushi",8992.70073,5.46875,7,176,4,308,0.57142857,,0,,,,,,,,,,,,,,,128,1.070313,137,2022-01-29,9625,,,active,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,1232
2022-01-29,2022-01-29,"Ad img 08 copy 01","PG -  Recetas > Aprendizaje, +2 > Compras, +2 > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 01 copy 01","PG -  Recetas > Aprendizaje, +2 > Compras, +2 > Sushi",6877.729258,1.339286,3,525,1,1575,0.33333333,,0,,,,,,,,,,,,,,,224,1.022321,229,2022-01-29,7031.25,,,active,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,1575
2022-01-29,2022-01-29,"Ad img 03 copy 01","PG -  Recetas > Aprendizaje, +2 > Compras, +2 > Sushi",5743.902439,3.947368,3,157,1,471,0.33333333,,0,,,,,,,,,,,,,,,76,1.078947,82,2022-01-29,6197.368421,,,active,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,471
2022-01-29,2022-01-29,"u0 Ad img 07 copy 01","PG -  Recetas > Aprendizaje, +2 > Compras, +2 > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,active,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"x0 Ad img 05 copy 01","PG -  Recetas > Aprendizaje, +2 > Compras, +2 > Sushi",7867.647059,0,,,,,,,,,,,,,,,,,,,,,,67,1.014925,68,2022-01-29,7985.074627,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,535
2022-01-29,2022-01-29,"Ad img 11 copy 1","PG -  Recetas > Aprendizaje, +2 > Compras, +2 > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 01 copy 01","PG -  Gastronomia > Aprendizaje, Coursera +2 > Sushi",6871.186441,0.696864,2,675.666667,2,1013.5,0.66666667,,0,,,,,,,,,,,,,,,287,1.027875,295,2022-01-29,7062.71777,,,active,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,2027
2022-01-29,2022-01-29,"Ad img 18 copy 1","PG -  Gastronomia > Aprendizaje, Coursera +2 > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 17 copy 1","PG -  Gastronomia > Aprendizaje, Coursera +2 > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 15 copy 1","PG -  Gastronomia > Aprendizaje, Coursera +2 > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 16 copy 1","PG -  Gastronomia > Aprendizaje, Coursera +2 > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 20 copy 1","PG -  Gastronomia > Aprendizaje, Coursera +2 > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 02 copy 01","PG -  Gastronomia > Aprendizaje, Coursera +2 > Sushi",3978.26087,0.983607,3,427,1,1281,0.33333333,,0,,,,,,,,,,,,,,,305,1.055738,322,2022-01-29,4200,,,active,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,1281
2022-01-29,2022-01-29,"Ad img 19 copy 1","PG -  Gastronomia > Aprendizaje, Coursera +2 > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 12 copy 1","PG -  Gastronomia > Aprendizaje, Coursera +2 > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 13 copy 1","PG -  Gastronomia > Aprendizaje, Coursera +2 > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 14 copy 1","PG -  Gastronomia > Aprendizaje, Coursera +2 > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 06 copy 01","PG -  Gastronomia > Aprendizaje, Coursera +2 > Sushi",6645.16129,0,,,,,,,,,,,,,,,,,,,,,,31,1,31,2022-01-29,6645.16129,,,active,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,206
2022-01-29,2022-01-29,"u0 Ad img 08 copy 01","PG -  Gastronomia > Aprendizaje, Coursera +2 > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,active,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"u0 Ad img 07 copy 01","PG -  Gastronomia > Aprendizaje, Coursera +2 > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,active,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 05 copy 01","PG -  Gastronomia > Aprendizaje, Coursera +2 > Sushi",4457.943925,1.020408,1,477,,,0,,,,,,,,,,,,,,,,,98,1.091837,107,2022-01-29,4867.346939,,,active,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,477
2022-01-29,2022-01-29,"Ad img 09 copy 01","PG -  Gastronomia > Aprendizaje, Coursera +2 > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 10 copy 1","PG -  Gastronomia > Aprendizaje, Coursera +2 > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"x0 Ad img 03 copy 01","PG -  Gastronomia > Aprendizaje, Coursera +2 > Sushi",6775.862069,1.754386,1,393,,,0,,,,,,,,,,,,,,,,,57,1.017544,58,2022-01-29,6894.736842,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,393
2022-01-29,2022-01-29,"Ad img 11 copy 1","PG -  Gastronomia > Aprendizaje, Coursera +2 > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 04 copy 01","PG -  Gastronomia > Aprendizaje, Coursera +2 > Sushi",5473.988439,3.703704,6,157.833333,3,315.666667,0.5,1,0.33333333,,,947,,,,,,,,,,,,162,1.067901,173,2022-01-29,5845.679012,,,active,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,947
2022-01-29,2022-01-29,"Ad img 01 copy 01","PG -  Gastronomia > Sushi",6276.515152,2.016129,5,331.4,5,331.4,1,,0,,,,,,,,,,,,,,,248,1.064516,264,2022-01-29,6681.451613,,,active,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,1657
2022-01-29,2022-01-29,"Ad img 19 copy 1","PG -  Gastronomia > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 20 copy 1","PG -  Gastronomia > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 11 copy 1","PG -  Gastronomia > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 18 copy 1","PG -  Gastronomia > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 16 copy 1","PG -  Gastronomia > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 17 copy 1","PG -  Gastronomia > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 02 copy 01","PG -  Gastronomia > Sushi",5944.785276,0.645161,1,969,1,969,1,,0,,,,,,,,,,,,,,,155,1.051613,163,2022-01-29,6251.612903,,,active,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,969
2022-01-29,2022-01-29,"Ad img 14 copy 1","PG -  Gastronomia > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 10 copy 1","PG -  Gastronomia > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 12 copy 1","PG -  Gastronomia > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,pending_review,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 08 copy 01","PG -  Gastronomia > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"u0 Ad img 07 copy 01","PG -  Gastronomia > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,active,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 15 copy 1","PG -  Gastronomia > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 09 copy 01","PG -  Gastronomia > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 13 copy 1","PG -  Gastronomia > Sushi",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 06 copy 01","PG -  Gastronomia > Sushi",8622.641509,2.040816,1,457,1,457,1,,0,,,,,,,,,,,,,,,49,1.081633,53,2022-01-29,9326.530612,,,active,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,457
2022-01-29,2022-01-29,"x0 Ad img 03 copy 01","PG -  Gastronomia > Sushi",3545.454545,1.030928,1,390,,,0,,,,,,,,,,,,,,,,,97,1.134021,110,2022-01-29,4020.618557,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,390
2022-01-29,2022-01-29,"Ad img 04 copy 01","PG -  Gastronomia > Sushi",6337.301587,2.083333,5,319.4,,,0,,,,,,,,,,,,,,,,,240,1.05,252,2022-01-29,6654.166667,,,active,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,1597
